,number,rate,title,url,id,directors,year,actors,type,countries,summary
620,621,8.7,木屐树,https://movie.douban.com/subject/1306266/,1306266,埃曼诺·奥尔米,1978,"Luigi Ornaghi,Francesca Moriggi,Omar Brignoli,Antonio Ferrari","剧情,历史",意大利,"本片描写了十九世纪末期，意大利北部贫穷困苦的农村中好几户农家生活的点滴，由很多个小故事组成。其中的一段叙述一位佃农的儿子去学校读书，对当时这个地方的人而言，读书是件很不容易的事情，家长不懂得受教育的意义与好处，不愿意送孩子去读书，神父多次劝告下家长方才这样做的。这些家庭还需要在生活上加倍省吃俭用来供这些孩子们读书。一个佃农的孩子在读书回来时，鞋子坏了，父亲就砍了一颗树，连夜制成了一双木鞋。地主知道了这事之后，就把这户佃农赶了出去。
影片讲述了3个农夫同在一个东家干活的故事，尤其要强调的是各个家庭成员与他们邻居的关系。意大利导演艾玛诺·欧密以其敏锐的能力把一些非专业演员安排在此片做主演，历时12个月。这部影片就影像风格来说几乎是一部纪录片，不同的只是由演员来表演，是生活流电影的名作。重现19世纪意大利佃农生活，优美动人。此片因其精彩的表演和感人的情节荣获1978年戛纳电影节最佳影片金棕榈大奖、1979年恺撒电影节最佳外语片奖等十多项国际性电影大奖。
这部影片就影像风格来说几乎是一部纪录片，不同的只是由演员来表演，是生活流电影的名作。荣获第31届戛纳电影节最佳影片金棕榈奖。"
621,622,8.2,那天妈妈来看我,https://movie.douban.com/subject/25757182/,25757182,郭春晖,2013,"白冰冰,吴慷仁,王曈,吴震亚","剧情,同性,家庭",台湾,秀枝的三个儿子：何轩、何进、何柏 。秀枝最小的儿子何柏，寄了一张自己创作的音乐CD给她，祝她母亲节快乐。那是一张有何柏的感性口白加上钢琴演奏，秀枝虽然不懂音乐，但儿子的心意她懂，开心的嘴角都裂到耳边去了。过两天就是母亲节了，秀枝知道三个儿子一定会回家看妈妈，但是小柏不见 了，何轩与何进知道后，决定不回去陪母亲，而是必须要快点找到何柏。 满心期待儿子回家的秀枝，一下子希望落空。正当更年期的她情绪不稳定，身体也正在最难过的阶段，尽管如此，秀枝依然决定向王老板借冷冻车，把这些食物一 个一个的亲手送去给儿子......
622,623,8.8,人间的条件(第一、二部),https://movie.douban.com/subject/1298561/,1298561,小林正树,1959,"仲代达矢,新珠三千代,有马稻子,淡岛千景","剧情,历史",日本,"取材于五味川纯平的原著《人间的条件》。是反映日本在中国东北（满洲）日本殖民者的电影，导演站在人道主义的立场上对战争给双方的影响做了反思，本片的故事背景是一九四三年的满洲，在太平洋战争后期反对日本军国主义的 男主角尾，在满洲为其人道主义立场努力终生的故事。
第一部：纯爱编<纯爱篇>
第二部：激怒编<激怒篇>
第三部：望乡编<望郷篇>
第四部：战云编<戦云篇>
第五部：死的脱出编<死の脱出>
第六部：旷野的彷徨编<矿野の彷徨>
本片的故事背景是一九四三年的满洲，讲述太平洋战争时，反对日本军国主义的男主角梶，在满洲为其人道主义恶战苦斗终生的故事。共分六部，约长九小时。电影一、二部主角以人道改革方针对待中国工人而遭失败的经过，并探讨殖民者的良心问题。三、四部描述男主角梶在军队中亲闻被迫参战同胞的悲惨境遇。五、六部内容讲述已成为北满洲逃兵的梶，因抗争而致死的经过。
第一二集
1943年，满洲。梶在矿山公司调查部工作。他站在调查员的立场上对日美矿业生产的实力进行了比较，认识到日本将来必将战败。他在向公司提出的报告中，批判了在矿山现场对中国工人的非人道的榨取。这份报告被公司认可，因此他被派往现场。梶和美千子结婚后就上任了。梶得到前任冲岛的协助，用人道的方针进行劳务管理的改革试验。日本管理人员反对梶的改革，不断发生罢工事件。他碰到了不是他们所能解决的问题。军队把在中国抗日的农民抓来，随意地当作俘虏虐待，把他们称作特殊工人强制在矿山劳动。梶按照宪兵队命令不得不对他们进行管理。在被允许的范围内极力地人道主义对待他们。这样更增加了日本现场管理人员和宪兵队他们的憎恶。特殊工人们纷纷逃亡。于是宪兵们把不想逃走的工人抓来斩首杀鸡给猴看。当宪兵杀到第三个人时，梶终于忍不住向宪兵抗议了。当宪兵向梶挥刀时，过去他看守过的数百名特殊工人的领袖老王站出来威胁宪兵。宪兵因而中止了杀人。但不久后，梶被逮捕了，不仅受到拷问，还被赶出公司。并且立即从军。
第三四集
时值隆冬，梶被派到北满洲守备队。连日强行训练已经筋疲力尽，还得忍受老兵的作弄。但是无论从体力还是射击技巧上都是数一数二的，立刻成了队里的重要士兵，他还站在袒护小士兵的立场上。梶保护的朋友们又因哥哥是左翼思想犯，自己也被当作赤色分子的新城一等兵。又因妻子来信骂他是家庭的愚痴而动摇被老兵痛斥的小原二等兵。还有40岁被征来的老兵。梶帮助新城逃往苏联，小原在厕所中自杀。梶的妻子不远万里来部队见梶。两人得到特别许可在工具仓库过了一夜。后来因苏联参战，梶的部队被苏联坦克部队全部歼灭。只有梶等少数几个人活下来。
第五六集
北满洲，梶等残败兵一个劲儿地向南逃。途中遇到逃难的男女老少，虽然帮助他们，但因饥饿疲劳一个个相继死去。梶历尽艰辛来到还残留着日本老人和女人的开拓村，他准备在这里和苏军作战，但是日本女人高喊“别在这里打仗了！”之后，他们开始了俘虏收容所的生活。梶对收容所里桐原这个卑劣小人，恨之入骨。之后，他又被诬告，被罚作苦役。在森林中忍受苦役后，回到了收容所。当得知自己保护过的弱兵被桐原杀了后，且没被问罪，梶绝望了。他杀了桐原，然后逃出了收容所。他在大雪漫漫的荒原中流浪，念叨着妻子的美好，渐渐地冻僵了。
影片的评价
一个站在人性角度反思人类过责的导演是伟大的，战争双方首先都是人，人的内心都有邪恶（撒旦）和人道（信仰救赎）的两部分，作为战争个体的梶的自觉反战是人性升华和看见惨烈之后的人性转向，它不是单边主义的狭隘立场，它是人性在战争状态下被扭曲后的良知反思，促使观者对人道善意与屈服邪恶的矛盾问题留下重审空间。
幕后制作 编辑
在日本电影史上，称此作品为反战电影的代表作之一。影片含义深刻，反映了二战时期的日本人的沉重的心情，与他们的“良心”形成了种种大问号？？？讲述了那个时代日本人的理想和过失，梦想与幻灭，被迫与真心的集为一身，尽可能的像个人样活下去的复杂心理。这些被迫作为军国主义的走狗，时而反抗，时而伸张人道主义，因此立场异常痛苦。与时下日本首相小泉纯一郎参拜靖国神社，形成了鲜明的对比。本片曾被选入日本名片200部，并获1959年电影旬报十佳奖第五名及第十名。"
623,624,8.4,父亲在世时,https://movie.douban.com/subject/1304405/,1304405,小津安二郎,1942,"笠智众,水户光子,佐野周二,坂本武",剧情,日本,"家住金泽的教师堀川周平（笠智众 饰）是一个人生坎坷的男人，他的妻子早年去世，多年来周平独自含辛茹苦将儿子良平养大。在某次郊游中，一名学生不幸溺毙，周平作为负责人引咎辞职。失去工作后他带着儿子回到故乡信州，并在村里谋得一份差使勉强度日。良平学习还算用功，他进入中学后寄宿学校，而为了能供儿子完成接下来的学业，周平只身前往东京工作。此去经年，黄天不负有心人的良平（佐野周二 饰）考入仙台帝大，进而在秋田的一所学校取得教师的岗位。他日昔盼望和父亲重聚，怎奈周平全力支持儿子的事业，不忍拖周平的后腿。在动荡的岁月迁徙，父子分出两地遥遥相望……
本片剧本是小津安二郎于1937年出征前夕完成的。©豆瓣"
624,625,8.2,12岁的少年,https://movie.douban.com/subject/1790239/,1790239,迈克尔·科斯塔,2005,"Conor Donovan,杰西·卡马乔,祖儿·魏泽鲍姆,杰瑞米·雷纳",剧情,美国,"脸上的胎记令12岁的雅格布（Conor Donovan 饰）深感自卑，他平常总以面具示人，与哥哥在自己搭建的森林小屋中玩耍是他最放松的时刻。然而一场灾祸摧毁了他还算快乐的童年。几个孩子出于顽劣，放火烧毁哥儿俩的小木屋，却不知兄弟俩正睡在其中。
哥哥葬身火海，雅格布泽侥幸逃脱，但父母的表现让他备感失望，仿佛哥哥才是应该活下来的那个。失落的雅格布只有把怒火发泄在那些纵火的孩子身上，他不停地去监狱探监，用恶毒言语诅咒他们。终于一个孩子不堪忍受，自杀身亡。雅格布却渐渐与另一个成为好友，并相约在对方出狱后逃离家庭……©豆瓣"
625,626,8.5,鬼火,https://movie.douban.com/subject/1395247/,1395247,路易·马勒,1963,"莫里斯·荣内特,Léna Skerla,Yvonne Clech,于贝尔·德尚",剧情,法国,"花花公子阿兰（Alain Leroy 饰）在疗养院中进行了六个月的戒酒治疗。疗养即将结束，但他并不能肯定自己是否痊愈。他通过看书、抽烟、写日记、把玩手枪、剪贴报纸上关于死亡的报道来平复内心的恐惧与忧伤。他和美国的妻子分居，同时又与妻子的朋友莉蒂娅（Léna Skerla 饰）纠缠在一起。莉迪亚要求阿兰与妻子摊牌，与她生活在一起，但阿兰拒绝了。回到疗养院，阿兰在医生的鼓励下决定试着重新融入社会，接触自己的朋友们。在巴黎，他开始拜访昔日的朋友，却发现今时的人们全都背叛了从前的社会观、政治观，变得矫揉造作，没有人能够理解他，甚至对他进行明嘲暗讽。阿兰心中刚刚燃起的积极信念彻底地被摧毁了，他无法掩饰对这个世界的厌恶，再次陷入绝望之中。阿兰最后一次把自己灌醉，醒来之后，收拾完房间和行李，接了一个电话，读完一本费兹罗杰的小说，他拿出手枪朝着自己的心脏开了一枪。
本片获第28届威尼斯电影节评审团特别奖。©豆瓣"
626,627,8.7,流浪艺人,https://movie.douban.com/subject/1295759/,1295759,西奥·安哲罗普洛斯,1975,"伊娃·科塔曼尼多,Aliki Georgouli,Stratos Pahis,Vangelis Kazan","剧情,历史,战争",希腊,"影片以流浪剧团的巡演为背景，通过闪回讲述了希腊1939年梅塔萨克斯将军专制统治到1952年到帕帕戈斯右派将军上台的历史。流浪艺人每一回演出历史剧《牧羊姑娘戈尔芙》都因为政治事件的发生被打断，从而见证历史演变的进程，同时这又成为剧团的素材在下一场的演出所里增加现实的内容。影片通过他们在希腊各地的演出，以他们的所见所闻反映了希腊历史上难忘的岁月，影片开始和结尾都是流浪剧团的演员们站在火车站前，用安哲罗普洛斯的话来说这是“全家福”，是告别往事的终点，也是新的历史的开端，只要有人。历史的戏剧永远开演。
作者：kavkalu"
627,628,8.5,福禄双霸天,https://movie.douban.com/subject/1297200/,1297200,约翰·兰迪斯,1980,"约翰·贝鲁西,丹·艾克罗伊德,詹姆斯·布朗,凯比·卡洛威","喜剧,动作,犯罪",美国,"这是一部充满音乐表演的无厘头喜剧。杰克（约翰·贝鲁西 John Belushi 饰）和艾伍德（丹·艾克罗伊德 Dan Aykroyd 饰）曾经是音乐狂人，组乐队搞演出是他们的拿手好戏。杰克却因为一桩抢劫案而坐了牢，从此荒废了音乐事业。出狱那天，艾伍德前来接风，二人兴致勃勃前往自幼长大的孤儿院探望玛丽修女，却被告知这个孤儿院已经欠了一大笔税款面临关门，除非有人能在十一天内凑齐5000美元。
二人对孤儿院情比金坚，怎能眼睁睁看着孤儿院“沦陷”？哥俩从长计议，决定重拾自己的音乐事业，为孤儿院巡演揍钱。于是，以前的乐队又重新组合起来，热热闹闹的一大队人在舞台上开始了磕磕绊绊的演出。凑钱还是其次的问题，他们得先解决意外碰到的一大堆麻烦事，比如警察的误会、黑帮的追杀……挽救孤儿院的动力让他们所向披靡，魅力四射，同时也找回了他们自己的音乐梦想。©豆瓣"
628,629,8.1,迪迦奥特曼最终圣战,https://movie.douban.com/subject/3321892/,3321892,村石宏實,2000,"Hiroshi Nagano,Takami Yoshimoto,Mio Takaki,Shigeki Kagemaru","动作,冒险,奇幻",日本,"在邪神加坦杰厄和迪迦奥特曼的决战结束后，人类世界迎来了长达两年的和平岁月。这一日，入间队长随同GUTS考古队来到位于南太平洋的远古遗迹露露耶，他们再次发现了业已毁灭的超古代城市以及三尊邪神的石像希特拉（婆裟羅天明 饰）、达拉姆（松田優 饰）及女领袖卡美拉（芳本美代子 饰）。入间极力反对对古迹的触动，但丝毫无法改变上层的决定，最终导致三尊邪神复活，人类再度面临危机。与此同时，圆·大古（长野博 饰）与柳濑·蕾娜（吉本多香美 饰）相知相守，即将步入婚礼的殿堂。可是邪神指挥其爪牙向人类世界发起进攻，早已丧失奥特曼力量的大古，面对当前的危机束手无策。
三千万年前毁灭人类文明的遥远记忆，折磨着重新大古与迪迦奥特曼的神经……©豆瓣"
629,630,8.3,公路之王,https://movie.douban.com/subject/1437023/,1437023,维姆·文德斯,1976,"鲁迪格·福格勒,汉斯·齐施勒,丽萨·克鲁泽",剧情,西德,"电影放映机修理员布鲁诺（鲁迪格·福格勒 Rüdiger Vogler 饰）开着大卡车在德国乡间四处漫游，为乡间放映厅打些零工，期待着能找到一份工作，并能遇见生命中的女人。儿童语言学研究专家罗伯特（汉斯·齐施勒 Hanns Zischler 饰）与妻子分手后，开着车独自奔驰在路上，途中车子被驶入河中，他似乎在企图自杀。路过的布鲁诺正巧遇见，帮助他脱离困境。之后，罗伯特心有默契地搭着布雷诺的卡车行驶在德国乡间，一同为电影院放映电影。他们共同见证了美国文化对德国电影业的侵袭而致使德国电影的衰败，一同体会着沿途的孤寂与疏离。正当他们的友情更加亲近时，早已习惯孤独的两人又不得不面对着背道而驰的分离。
《公路之王》是德国导演维姆·文德斯“公路三部曲”继《爱丽丝漫游城市》、《歧路》之后最成功的一部，获得1976年戛纳电影家影评人费比西奖。©豆瓣"
630,631,8.3,伸张正义,https://movie.douban.com/subject/1292996/,1292996,诺曼·杰威森,1979,"阿尔·帕西诺,杰克·瓦尔登,约翰·福赛思,李·斯特拉斯伯格","剧情,惊悚,犯罪",美国,阿尔·帕西诺（Al Pacino）所饰演的亚瑟·柯尔克兰德（Arthur Kirkland）是巴尔的摩市一名正直勇敢的律师，他试图改革司法界贪污腐败的歪风为市井小民伸张正义。但是同侪们却对他敬而远之，一位冷酷无情的法官亨利·T·弗莱明（Henry T. Fleming），甚至以藐视法庭的罪名将他拘禁一天。一日，这名法官因强暴并欧打一名年轻女孩而被逮捕，他要求亚瑟为他辩护，亚瑟因此陷入道德与法律的困境，正义的天平两端分别是他的事业与良心，亚瑟要如何打这场官司呢？
631,632,8.4,五月碧云天,https://movie.douban.com/subject/1300827/,1300827,努里·比格·锡兰,1999,"伊敏·托普拉克,穆扎菲·奥德默,Fatma Ceylan",剧情,土耳其,"安纳托利亚的大地充满灵气，人间的龃龉却为它添上哀愁。老父担忧种满白杨树的林地会被政府没收，他恳切的眸子盛载过叶子间洒下的春意。儿子回家乡找拍片题材，叫齐亲朋戚友权充演员，一心想把大自然凝定在画面上。九岁的侄儿随身袋著一只鸡蛋，要安然渡过四十天，好让其父放心给他买只音乐手表。
导演舍兰（Nuri Bilge Ceylan）回味著上次回乡拍摄《小城岁月》的日子，诉说牵动人心的一些小事，亲自拍下激情暗涌的平民面孔（片中双亲是他父母），镜头的呼吸与心眼的张望同步，媲美伊朗的基阿鲁斯达米，在国内外赢得共十七个奖项。"
632,633,8.3,赤胆屠龙,https://movie.douban.com/subject/1298497/,1298497,霍华德·霍克斯,1959,"约翰·韦恩,迪恩·马丁,瑞奇·尼尔森,安吉·迪金森","剧情,喜剧,爱情",美国,德克萨斯的一个镇上，警长John T Chance（约翰·韦恩 John Wayne饰）和副警长酒鬼Dude（迪恩·马丁 Dean Martin饰）将作恶多端的Joe Burdette绳之以法，并将其关在监狱里，和另一个警员瘸腿的Stumpy （沃尔特·布伦南 Walter Brennan 饰）一起看守，等待几天后审讯官的到来。此时，Chance的老友Pat Wheeler正好路经此地，并介绍Chance认识了一个叫Colorado Ryan（瑞奇·尼尔森 Ricky Nelson 饰）的男孩。而Chance也在一个酒店里认识了一个叫Feather（安吉·迪金森 Angie Dickinson 饰）的女人。Joe的哥哥Nathan带着人要来劫狱，先是派人杀死了Pat，又多次想要以Dude来威胁Chance放人。Chance等人与其斗智斗勇，在这个过程中，Chance发现了Colorado的勇敢并将其招入警队；而酒鬼Dude又要如何与自己的酗酒对抗，以争回自己的尊严，Chance能否带着一个酒鬼、一个瘸子和一个男孩来战胜Nathan的一次次进逼？©豆瓣
633,634,8,姆明：漫游蓝湾,https://movie.douban.com/subject/25957570/,25957570,Xavier Picard,2014,"伊丽娜·别尔克伦德,Maria Sid,Ragni Grönblom,Alma Pöysti","喜剧,动画,家庭",芬兰 Finland,嚕嚕米一家人決定進行一趟旅程，經歷了一連串海上風暴後，他們來到了蔚藍海岸。這裏是享樂的天堂，美食、華服、帥哥，處處考驗著嚕嚕米一家對於彼此的信任與情感，他們能夠一起返回純樸的姆米谷嗎？本片為慶祝原作者朶貝楊笙百歲誕辰所推出的首部電影長片，改編自1995年出版的同名漫畫，手繪風格色調追求原著精神，帶著五、六零年代的動畫風格，清新療癒。
634,635,8,宠物小精灵：洛奇亚爆诞,https://movie.douban.com/subject/2015079/,2015079,汤山邦彦,1999,"松本梨香,大谷育江,饭冢雅弓,关智一","动作,动画,冒险",日本,"小智（松本梨香 配音）一行人在海上遇见了危险的风暴，流落到了橘子群岛中的亚西亚岛上，这里即将举行热闹的大型庆典，而小智在意外之中遇见了庆典的圣女弗卢拉（平松晶子 配音）。弗卢拉选中了小智作为庆典的“指挥者”，他的任务是前往三圣岛，找到隐藏在岛上的玻璃球。只有集齐三颗玻璃球，才能够正式开启庆典。
就这样，小智和伙伴们踏上了寻找玻璃球的旅途，哪知道不仅遇到了前来捣乱的火箭队，还遭到了闪电鸟的袭击。就在千钧一发之际，吉尔露现身捕捉了闪电鸟，之后又企图捕捉急冻鸟，吉尔露的最终目的，是召唤出传说中的神兽洛奇亚。让吉尔露没有想到的是，火焰鸟、闪电鸟和急冻鸟之前竟然开始了激烈的战斗。©豆瓣"
635,636,8.1,波希米亚生活,https://movie.douban.com/subject/1299877/,1299877,阿基·考里斯马基,1992,"马蒂·佩龙帕,Evelyne Didi,André Wilms","喜剧,剧情",芬兰,"在艺术之都的巴黎，几个穷困潦倒的艺术家住在低档住宅区，他们分別是來自阿爾巴尼亞的油畫家、愛爾蘭的作曲家及一個法國劇作家，他们因缘聚合，虽然生活窘迫、境况艰难却一直坚持创作，渴望有朝一日被社会认同，虽然如此，他们依旧乐观生活，渴望爱情，他们互相帮助，顽强努力。机会终于向他们招手，而外省女孩咪咪的出现让他们三人的发生了微妙的变化，画家爱上了她，不久，画家因为非法入境而被驱逐，好事多磨，在好朋友们帮助下他又回到了巴黎当自由艺术家，他不仅事业有了转机也赢得了咪咪的爱情，好景不长，他们的杂志社倒闭了，三人回到了原地，更悲惨的命运等待着他们….。 
   －－－－kavkalu"
636,637,8,血色清晨,https://movie.douban.com/subject/1306830/,1306830,李少红,1992,"赵军,胡亚捷,孔琳,路辉",剧情,中国大陆,"故事发生在地处偏远的贫穷山村之中，少女红杏（孔琳 饰）还未真正迎来自己的美好青春年华，便被两个哥哥李平娃（赵军 饰）和李狗娃（解衍 饰）以“换亲”的方式许配给了村里的万元户张强国（龚朝辉 饰）。
新婚之夜，张强国指责红杏并非处女之身，将她退了回去，并且强行带走了作为交换的姐姐。愤怒的李平娃将红杏暴打一顿，却问不出个所以然了。平日里，小学教师李明光（胡亚捷 饰）和红杏交往甚密，李平娃觉得一定是这个衣冠禽兽夺走了红杏的贞洁，于是发出了“杀人预告”。然而，由于李平娃兄弟两人平日里懦弱无能，所以并没有村民相信他们会真的将威胁付诸于行动，悲剧就这样发生了。©豆瓣"
637,638,8.3,亚特兰大号,https://movie.douban.com/subject/1299433/,1299433,让·维果,1934,"米切尔·西芒,蒂塔·保洛,让·达斯特,Gilles Margaritis","剧情,爱情",法国,"故事从一场婚礼开始，驳船亚特兰大号的船长迎娶了漂亮的乡下姑娘朱丽叶。婚后，朱丽叶开始了全新的船上生活。一开始她对船上生活感到新鲜有趣，和丈夫的相处也甜甜蜜蜜，然而很快她便厌倦了这种单调枯燥的生活，渐渐地向往起大城市巴黎的热闹繁华。船长为了满足朱丽叶，将亚特兰大号开往巴黎。
然而期间发生种种波折，导致船长迟迟没有带朱丽叶去巴黎，二人的矛盾日渐加深。不久，朱丽叶悄悄离开了亚特兰大号，独自去了巴黎，船长得知后生气地驾船而去。分开后船长对朱丽叶无限思念，终日神不守舍。孤零零一人流落在巴黎的朱丽叶，最终会选择留在灯红酒绿的巴黎，还是回到亚特兰大号上，回到深爱自己的丈夫身边？©豆瓣"
638,639,8.2,青春祭,https://movie.douban.com/subject/1428208/,1428208,张暖忻,1985,"李凤绪,郭建国,玉坦,松涛",剧情,中国大陆,文革期间，女知青李纯(李凤绪 饰)来到了新鲜而陌生的傣乡插队落户，初来乍到对这里的风土人情和傣家话很不适应。多亏房东大爹（松涛 饰）和老奶奶(玉甩 饰)的关心照顾，看到傣家姑娘伊波（玉妲 饰）穿着漂亮的筒裙，姑娘与小伙子的对歌，自己衣着松垮破旧，与她们格格不入，也激起她爱美的心灵。于是穿上了用床单改成的筒子裙，戴上了耳环，变成了漂亮的傣族姑娘。受到了傣族姑娘们的赞美。在一次赶集时，遇到临寨的知青，开朗博学的任佳（冯远征 饰），之后他们慢慢成了好朋友。在全寨庆祝大丰收的夜晚，她跟任佳和村民们围着篝火戴歌戴舞。房东家的大哥（郭建国 饰）喝醉了酒，跟任佳打了起来。她才发现大哥爱上自己，因无法接受，决定离开善良的傣寨乡亲们，去了别的山区当了小学老师......©豆瓣
639,640,8.2,横空出世,https://movie.douban.com/subject/1464526/,1464526,陈国星,1999,"李雪健,李幼斌,高明,陈瑾","剧情,历史",中国大陆,"1949年新中国建立以来，虽然人民当家做主人，但是新政权还随时面临被海外敌对势力所颠覆的严峻现状。惨烈的抗美援朝战争结束后，曾经立下赫赫战功的冯石将军（李雪健 饰）接到中央委派的重要使命，那就是主持原子弹的研发工作。虽然对原子弹一窍不通，但是军人出身的冯石只有服从上级的命令，带着一支经过烈火淬炼的英雄部队挺近荒凉的戈壁滩。在此之后，以美国留学归来的陆光达（李幼斌 饰）等科学界的精英人才从四面八方调到了西北荒漠。
白手起家，艰苦创业，在内无经验外断支援的艰苦条件下，一群怀着崇高理想的无名男儿朝着共同的目标奋勇前行……©豆瓣"
640,641,8.6,浮士德,https://movie.douban.com/subject/1305235/,1305235,F·W·茂瑙,1926,"格斯塔·埃克曼,爱米尔·强宁斯,卡米拉·霍恩,弗里达·李察","奇幻,恐怖",德国,"上帝和魔鬼梅菲斯特（爱米尔·强宁斯 Emil Jannings 饰）以浮士德的灵魂为赌注打赌，梅菲斯特坚称饱读诗书满腹经纶的大学士浮士德（格斯塔·埃克曼 Gösta Ekman 饰）会在欲望的引诱之下日渐堕落，而上帝则相信浮士德的理性终究会打败欲望。
梅菲斯特化身成为一条黑狗来到了浮士德的身边，并且成为了随时随地满足他任何愿望的仆人。在梅菲斯特的带领下，浮士德返老还童成为了神采奕奕的青年，并且邂逅了单纯善良的玛格丽特（卡米拉·霍恩 Camilla Horn 饰），在梅菲斯特的作弄之下，玛格丽特坠入了爱河，却在意外之中误杀了自己的母亲，她的哥哥亦死在了浮士德的手中。绝望的玛格丽特最终因为杀死了自己的孩子而被关入了监狱之中，而浮士德的旅途却并未走到尽头。©豆瓣"
641,642,8,今夕何夕,https://movie.douban.com/subject/6874460/,6874460,亚历山大·阿卡迪,2012,"安娜·帕里约,文森特·佩雷斯,安妮·康斯金尼,诺拉·阿娜泽德尔",爱情,法国,故事发生在20世纪30年代的阿尔及利亚。尤内斯9岁时被带到在奥兰做药剂师的叔叔家抚养，并起了个新名字叫乔纳斯。他与里奥·撒拉多村里的年轻人一起长大，并且成为了朋友。在这群朋友中，有个女孩艾米莉，大家都爱上了她。在乔纳斯与她之间一段伟大的爱情诞生了，但很快这段感情就被引起国家动荡的冲突所扰乱。
642,643,8.4,影迷,https://movie.douban.com/subject/1294303/,1294303,克日什托夫·基耶斯洛夫斯基,1979,"杰基·斯图尔,Malgorzata Zabkowska,Ewa Pokas,Stefan Czyzewski","剧情,喜剧,爱情",波兰,菲腊花了两个月的薪金买下八米厘摄影机，本想纪录刚出生女儿的成长，但厂长却要求他为单位服务，拍摄联欢晚会；误打误撞下，居然给他在电影节里捞了个奖。他登时雄心万丈立志成为纪录片大师，冷落娇妻也在所不计。但镜头下的真实却不是人人吃得消。当人民英雄的代价是好同事成了活靶，最後菲腊要在成名与道义之间作取舍。
643,644,8.6,死亡之夜,https://movie.douban.com/subject/1305323/,1305323,阿尔贝托·卡瓦尔康蒂,1945,"Mervyn Johns,Roland Culver,Mary Merrall,乔姬·韦瑟斯","恐怖,悬疑,惊悚",英国,本片以一个鬼怪故事为骨架，叙述了五个鬼故事。建筑师沃尔特·格兰杰到郊外一个农庄去洽谈业务。他感到农庄像旧地重游，原来他做过一个可怕的怪梦，屋里所有的人都在梦里出现过的。当他向客人谈及这怪事时，范医生发表自然怀疑论的看法，从而引出每个客人叙述了—段自己亲身经历的鬼故事。
644,645,8.1,三心两性,https://movie.douban.com/subject/1308092/,1308092,桥口亮辅,2001,"高桥和也,片冈礼子,田边诚一,秋野畅子","剧情,喜剧,同性",日本,以《二十岁的微热》一举成名的桥口亮辅自《流沙幻爱》以来时隔5年之久终于推出了又一自编自导的力作。这是一对同性恋情侣和一个寂寞的女人的故事，导演成功地描绘了人物微妙纤细的心理。在这个社会中每个人都是孤独的，而本片中的主人公们选择了与他人共同生活。这个选择带来了困苦，气馁，但也有新的...
645,646,8.3,人造天堂,https://movie.douban.com/subject/1306522/,1306522,青山真治,2000,"役所广司,宫崎葵,宫崎将,齐藤阳一郎",剧情,日本,"在九州某地，发生了一起伤亡惨重的公共汽车挟持事件，除了司机泽井（役所广司 饰）与一对兄妹直树（宫崎将 饰）和梢（宫崎葵 饰）外，其余的乘客全部被凶徒残忍的射杀了。事后，泽井为了忘却往事而远走他乡，但充满了鲜血了回忆却如影随形。
一转眼两年过去了，为了了却心结，泽井回到了 故乡，找到了同为幸存者的直树和梢，兄妹两人有着和泽井一样的境遇，心灵受到巨大打击的他们性格阴沉离群索居。就这样，泽井住进了兄妹两的家里，和他们的远房亲戚秋彦（齐藤阳一郎 饰）一起组成了奇怪的家庭，平静的日子没过多久，一连串诡异的连环杀人案件让泽井成为了警察怀疑的对象。©豆瓣"
646,647,8.8,舞台春秋,https://movie.douban.com/subject/1296659/,1296659,查理·卓别林,1952,"查理·卓别林,巴斯特·基顿,克莱尔·布鲁姆,尼格尔·布鲁斯","喜剧,剧情,音乐",美国,"1914年夏天，伦敦一所单身公寓。芭蕾舞女演员塞瑞拉·安布罗斯（克莱尔·布鲁姆 Claire Bloom饰）在自己的房间里，打开煤气企图自杀。万幸的是，喝得醉醺醺，刚回家的邻居卡尔费罗（查理·卓别林 Charles Chaplin饰）正好救了她。等赛瑞拉苏醒以后，卡尔费罗才得知她是因为患了风湿不能再跳舞，才产生轻生的念头。而卡尔费罗曾经是一名伟大的喜剧演员。他悉心的照料着赛瑞拉，并用自己的滑稽喜剧打消了她自杀的想法。六个月后，赛瑞拉重新成功的站了起来，并在一出芭蕾剧中担当重要角色。可赛瑞拉却与一名作曲家陷入了热恋，卡尔费罗只能默默的祝福他们，独自上演他的含泪喜剧。
本片的主题曲为卓别林亲自操刀制作，以其优美动人的旋律，荣获1973年第45届奥斯卡金像奖，最佳原创配乐（剧情类）。©豆瓣"
